Item Usinagem;Item Blank;Item Cliente;Material;Descrição do material;Qtd de MP;Centro;Portal;Torno;Qtd no WH;Centro;Portal;Torno;OP Firme;OP Planejada;Priorizar?
7.3558.01404.A;7.3558.03718.A;2319607#A-CORTE;5.0102.00332;CH 50,00x2000x6000 CG PR DC ASTM A36 e SS300/CIVIL300(CQ);2,4; 0,13 ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
7.3558.01405.00;7.3558.03616.00;2319606#00-300;5.0320.00096;"BARRA TREF RED 2 1/4"" SAE 1020";0,1; 0,07 ; -   ; 0,08 ;0; -   ; -   ; -   ;0;0;0
7.3558.01408.00;7.3558.03719.00;2325263#00-CORTE;5.0102.00252;CH 37,50x2100x6000 CG PR DC ASTM A36 e SS300/CIVIL300(CQ);6,8; 0,04 ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
7.3558.01428.00;7.3558.03720.00;2325757#00-CORTE;5.0102.00252;CH 37,50x2100x6000 CG PR DC ASTM A36 e SS300/CIVIL300(CQ);19,9; 0,07 ; -   ; -   ;2; 0,15 ; -   ; -   ;0;0;0
7.3558.01430.A;7.3558.03721.A;2319690#A-CORTE;5.0102.00251;CH 31,50x2100x6000 CG PR DC ASTM A36 e SS300/CIVIL300(CQ);5,4; 0,17 ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
7.3558.01433.00;7.3558.03722.00;2325759#00-CORTE;5.0102.00325;CH 19,00x1500x3000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);15,7; -   ; -   ; -   ;15; -   ; -   ; -   ;0;0;0
7.3558.01435.00;7.3558.03723.00;2325762#00-CORTE;5.0102.00255;CH 16,00x1500x4000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);0,9; 0,09 ; -   ; -   ;4; 0,37 ; -   ; -   ;0;0;0
7.3558.01440.00;7.3558.03724.00;2325245#00-L.D-CORTE;5.0102.00325;CH 19,00x1500x3000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);2,0; 0,11 ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
7.3558.01485.00;7.0001.00014.00;;5.0320.00008;"BARRA TREF RED 1"" SAE 1020";1,0; -   ; -   ; 0,07 ;82; -   ; -   ; 5,88 ;0;29;29
7.3558.01499.00;7.3558.03727.00;2325871#00-CORTE;5.0102.00271;CH 12,50x1500x3000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);0,4; 0,16 ; -   ; -   ;0; -   ; -   ; -   ;7;0;0
7.3558.01500.00;7.3558.03728.00;2325872#00-CORTE;5.0102.00263;CH 04,75x1500x3000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);0,2; -   ; -   ; -   ;59; -   ; -   ; -   ;115;60;59
7.3558.01501.A;7.3558.03729.A;2325873#A-CORTE;5.0102.00263;CH 04,75x1500x3000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);0,1; -   ; -   ; -   ;0; -   ; -   ; -   ;60;60;0
7.3558.01509.00;7.0001.00013.00;;5.0320.00008;"BARRA TREF RED 1"" SAE 1020";0,5; -   ; -   ; 0,09 ;82; -   ; -   ; 7,28 ;0;0;0
7.3558.01557.1A;7.3558.03732.1A;2329104#1A-CORTE;5.0102.00263;CH 04,75x1500x3000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);1,3; 0,04 ; -   ; -   ;0; -   ; -   ; -   ;5;0;0
7.3558.01589.00;7.3558.03733.00;2332141#00-CORTE;5.0102.00275;CH 09,50x1500x3000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);0,9; 0,18 ; -   ; -   ;42; 7,70 ; -   ; -   ;0;0;0
7.3558.01700.00;7.3558.03897.00;2332603#00-CORTE;5.0100.00046;CH 03,00x1500x3000 LQ DO SAE1008/1012;15,8; -   ; -   ; -   ;5; -   ; -   ; -   ;4;0;4
7.3558.01898.00;7.3558.03735.00;64004376214#00-CORTE;5.0102.00263;CH 04,75x1500x3000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);0,3; -   ; -   ; -   ;25; -   ; -   ; -   ;0;0;0
7.3558.02010.01;7.3558.03736.01;64104012506#01-CORTE;5.0102.00332;CH 50,00x2000x6000 CG PR DC ASTM A36 e SS300/CIVIL300(CQ);306,4; -   ; 0,48 ; -   ;2; -   ; 0,97 ; -   ;0;0;0
7.3558.02033.00;7.3558.03737.00;64004374003#00-CORTE;5.0102.00263;CH 04,75x1500x3000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);0,3; -   ; -   ; -   ;0; -   ; -   ; -   ;80;0;0
7.3558.02038.00;7.3558.03739.00;64004374008#00-CORTE;5.0102.00255;CH 16,00x1500x4000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);0,5; -   ; -   ; -   ;44; -   ; -   ; -   ;0;0;0
7.3558.02039.00;7.3558.03740.00;64004376201#00-CORTE;5.0102.00269.JD;CH 06,30x1500x3000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);1,7; -   ; -   ; -   ;24; -   ; -   ; -   ;0;0;0
7.3558.02055.00;7.3558.03744.00;64003634204#00-CORTE;5.0102.00273;CH 03,00x1500x3000 LQ DO DC ASTM A36 e SS300/CIVIL300(CQ);0,1; -   ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
7.3558.02070.00;7.3558.02070.00;64104013200#00;4.3558.00042;PERFIL U50 AÇO LAMINADA P/ BRAÇO FMX 1877mm IP11204013202;1,0; 0,25 ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
7.3558.02070.01;7.3558.03709.00;IP11204013202;4.3558.00042;PERFIL U50 AÇO LAMINADA P/ BRAÇO FMX 1877mm IP11204013202;1,0; -   ; 0,15 ; -   ;0; -   ; -   ; -   ;158;90;0
7.3558.02080.00;7.0001.00017.00;;5.0320.00004;"BARRA TREF RED 1 1/2"" SAE 1020";0,5; -   ; -   ; 0,05 ;0; -   ; -   ; -   ;292;272;0
7.3558.02081.00;7.3558.02081.00;64104016300#00;4.3558.00046;EIXO DA RODA DE CARGA IP11204016304 / 2331378;1,0; 0,06 ; -   ; -   ;158; 8,69 ; -   ; -   ;236;176;158
7.3558.02083.01;7.3558.03709.00;IP11204013202;4.3558.00042;PERFIL U50 AÇO LAMINADA P/ BRAÇO FMX 1877mm IP11204013202;1,0; -   ; 0,15 ; -   ;0; -   ; -   ; -   ;187;70;0
7.3558.02089.02;7.3558.03747.02;64104000100#02-CORTE;5.0102.00325;CH 19,00x1500x3000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);33,2; -   ; -   ; -   ;0; -   ; -   ; -   ;121;92;0
7.3558.02095.00;7.3558.03748.00;64104010508#00-CORTE;5.0102.00269.JD;CH 06,30x1500x3000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);0,2; -   ; -   ; -   ;0; -   ; -   ; -   ;77;92;0
7.3558.02104.00;7.3558.03749.00;64104362901#00-CORTE;5.0102.00275;CH 09,50x1500x3000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);9,2; -   ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
7.3558.02124.00;7.3558.03751.00;64104011800#00-CORTE;5.0102.00269.JD;CH 06,30x1500x3000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);1,2; -   ; -   ; -   ;0; -   ; -   ; -   ;178;91;0
7.3558.02167.04;7.3558.03974.04;64104010902#04-CORTE;5.0102.00255;CH 16,00x1500x4000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);20,7; 0,08 ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
7.3558.02176.00;7.3558.03753.00;64104014203#00-CORTE;5.0102.00271;CH 12,50x1500x3000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);0,5; -   ; -   ; 0,04 ;0; -   ; -   ; -   ;0;0;0
7.3558.02182.02;7.3558.03709.00;IP11204013202;4.3558.00042;PERFIL U50 AÇO LAMINADA P/ BRAÇO FMX 1877mm IP11204013202;1,0; -   ; 0,35 ; -   ;0; -   ; -   ; -   ;1;0;0
7.3558.02183.00;7.3558.03754.00;64104013402#00-CORTE;5.0102.00255;CH 16,00x1500x4000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);57,4; -   ; -   ; -   ;0; -   ; -   ; -   ;1;0;0
7.3558.02185.01;7.3558.03755.01;64104010520#01-CORTE;5.0102.00325;CH 19,00x1500x3000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);40,1; 0,12 ; -   ; -   ;2; 0,24 ; -   ; -   ;0;0;0
7.3558.02188.02;7.3558.03709.00;IP11204013202;4.3558.00042;PERFIL U50 AÇO LAMINADA P/ BRAÇO FMX 1877mm IP11204013202;1,0; 0,35 ; -   ; -   ;0; -   ; -   ; -   ;1;0;0
7.3558.02218.01;7.3558.03756.01;64004010507#00-CORTE;5.0102.00251;CH 31,50x2100x6000 CG PR DC ASTM A36 e SS300/CIVIL300(CQ);4,6; 0,14 ; -   ; -   ;1; 0,14 ; -   ; -   ;32;0;1
7.3558.02238.01;7.3558.03758.01;64004012100#01-CORTE;5.0102.00269.JD;CH 06,30x1500x3000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);29,0; -   ; -   ; -   ;0; -   ; -   ; -   ;14;0;0
7.3558.02239.00;7.3558.03625.00;64004011400#00-300;5.0230.00034;TB MEC 50,20x31,20x6000 VMEC 134 (NOM.50 x 32);0,5; -   ; -   ; 0,09 ;0; -   ; -   ; -   ;0;0;0
7.3558.02241.00;7.3558.03626.00;64004014700#00-300;5.0320.00092;"BARRA TREF RED 2"" SAE 1020";0,0; -   ; -   ; 0,13 ;0; -   ; -   ; -   ;0;0;0
7.3558.02250.01;7.3558.03900.01;64004013404#01-CORTE;5.0102.00255;CH 16,00x1500x4000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);42,5; -   ; 0,30 ; -   ;0; -   ; -   ; -   ;0;0;0
7.3558.02251.00;7.3558.03627.00;64004011402#00-300;5.0310.00160;"BARRA LAM RED 2 3/4"" SAE 1020";0,0; -   ; -   ; 0,14 ;0; -   ; -   ; -   ;18;0;0
7.3558.02254.01;7.3558.03760.01;64004019403#01-CORTE;5.0102.00250;CH 25,40x2100x6000 CG PR DC ASTM A36 e SS300/CIVIL300(CQ);5,9; 0,07 ; -   ; -   ;0; -   ; -   ; -   ;30;0;0
7.3558.02259.01;7.3558.03762.01;64004220701#01-CORTE;5.0102.00269.JD;CH 06,30x1500x3000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);12,8; -   ; -   ; -   ;30; -   ; -   ; -   ;20;0;20
7.3558.02265.02;7.3558.03901.02;64004013405#02-CORTE;5.0102.00255;CH 16,00x1500x4000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);42,7; -   ; 0,17 ; -   ;8; -   ; 1,36 ; -   ;0;0;0
7.3558.02270.01;7.3558.03764.01;64004019402#01-CORTE;5.0102.00269.JD;CH 06,30x1500x3000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);2,0; -   ; -   ; -   ;10; -   ; -   ; -   ;0;0;0
7.3558.02271.00;7.3558.03902.00;64004015501#00-CORTE;5.0102.00275;CH 09,50x1500x3000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);21,7; -   ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
7.3558.02273.00;7.3558.03765.00;64004019405#00-CORTE;5.0102.00269.JD;CH 06,30x1500x3000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);0,3; -   ; -   ; -   ;0; -   ; -   ; -   ;13;0;0
7.3558.02289.00;7.3558.03903.00;64004015500#00-CORTE;5.0102.00262;CH 08,00x1800x4000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);21,5; -   ; -   ; -   ;3; -   ; -   ; -   ;0;0;0
7.3558.02309.00;7.3558.02309.00;64004370005#00;6.0108.00691.00;TUBO 64004370005#00;1,0; -   ; -   ; -   ;0; -   ; -   ; -   ;19;0;0
7.3558.02314.01;7.3558.03904.01;64004012003#01-CORTE;5.0102.00269.JD;CH 06,30x1500x3000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);4,9; -   ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
7.3558.02315.00;7.3558.03905.00;64004012002#00-CORTE;5.0102.00269.JD;CH 06,30x1500x3000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);4,9; -   ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
7.3558.02340.00;7.3558.03906.00;64104010904#00-CORTE;5.0102.00252;CH 37,50x2100x6000 CG PR DC ASTM A36 e SS300/CIVIL300(CQ);2,4; -   ; -   ; -   ;10; -   ; -   ; -   ;0;0;0
7.3558.02357.00;7.3558.03678.00;64104011501#00-300;5.0320.00008;"BARRA TREF RED 1"" SAE 1020";0,4; -   ; -   ; 0,07 ;1; -   ; -   ; 0,07 ;0;0;0
7.3558.02367.00;7.0001.00009.00;;5.0320.00009;"BARRA TREF RED 1/2"" SAE 1020";1,0; -   ; -   ; 0,02 ;0; -   ; -   ; -   ;0;0;0
7.3558.02376.00;7.3558.03680.00;64104011408#00-300;5.0320.00021;"BARRA TREF RED 3/8"" SAE 1020";0,3; -   ; -   ; 0,03 ;2; -   ; -   ; 0,07 ;0;0;0
7.3558.02381.00;7.3558.03909.00;64104012513#00-CORTE;5.0102.00262;CH 08,00x1800x4000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);0,3; -   ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
7.3558.02382.01;7.3558.03910.01;64104012900#01-CORTE;5.0102.00263;CH 04,75x1500x3000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);4,7; -   ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
7.3558.02387.00;7.0001.00002.00;;5.0310.00167;"BARRA LAM RED 1"" SAE 1045";1,0; -   ; -   ; 0,11 ;8; -   ; -   ; 0,87 ;0;0;0
7.3558.02403.00;7.3558.03913.00;64104012515#00-CORTE;5.0102.00275;CH 09,50x1500x3000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);0,3; -   ; -   ; -   ;2; -   ; -   ; -   ;0;0;0
7.3558.02403.02;7.3558.03913.02;64104012515#02-CORTE;5.0102.00275;CH 09,50x1500x3000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);0,3; -   ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
7.3558.02409.00;7.0001.00001.00;;5.0310.00028;"BARRA LAM RED 3/4"" SAE 1020";1,0; -   ; -   ; 0,02 ;1182; -   ; -   ; 19,70 ;0;0;0
7.3558.02409.01;7.0001.00001.00;;5.0310.00028;"BARRA LAM RED 3/4"" SAE 1020";1,0; -   ; -   ; 0,02 ;1182; -   ; -   ; 19,70 ;0;0;0
7.3558.02420.00;7.3558.03914.00;64104010905#00-CORTE;5.0102.00252;CH 37,50x2100x6000 CG PR DC ASTM A36 e SS300/CIVIL300(CQ);4,4; -   ; -   ; -   ;6; -   ; -   ; -   ;0;0;0
7.3558.02433.BNF;7.3558.03683.02;64104610800#02-300;5.0320.00213;BARRA TREF RED 7/8'' SAE 1045;0,5; -   ; -   ; 0,11 ;0; -   ; -   ; -   ;0;0;0
7.3558.02473.BNF;7.3558.03767.01;64504012700#01-CORTE;5.0102.00255;CH 16,00x1500x4000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);7,4; 0,43 ; -   ; -   ;20; 8,67 ; -   ; -   ;0;0;0
7.3558.02484.00;7.3558.03768.00;64504010504#00-CORTE;5.0102.00269.JD;CH 06,30x1500x3000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);1,2; 0,10 ; -   ; -   ;0; -   ; -   ; -   ;31;0;0
7.3558.02518.01;7.3558.03770.01;64504012900#01-CORTE;5.0102.00269.JD;CH 06,30x1500x3000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);21,3; -   ; 0,18 ; -   ;0; -   ; -   ; -   ;25;31;0
7.3558.02525.00;7.3558.03968.00;64504013300#00-CORTE;5.0102.00269.JD;CH 06,30x1500x3000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);0,1; -   ; -   ; -   ;37; -   ; -   ; -   ;100;56;37
7.3558.02527.01;7.3558.03771.01;64504013601#02-CORTE;5.0102.00269.JD;CH 06,30x1500x3000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);58,7; -   ; 0,23 ; -   ;0; -   ; -   ; -   ;17;16;0
7.3558.02530.00;7.3558.03772.00;64504015500#00-CORTE;5.0102.00325;CH 19,00x1500x3000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);7,9; 0,18 ; -   ; -   ;0; -   ; -   ; -   ;28;16;0
7.3558.02541.00;7.3558.03773.00;64508086007#00-CORTE;5.0102.00262;CH 08,00x1800x4000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);5,8; 0,12 ; -   ; -   ;4; 0,47 ; -   ; -   ;2;0;2
7.3558.02563.00;7.3558.03776.00;64004013406#00-CORTE;5.0102.00255;CH 16,00x1500x4000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);42,5; 0,28 ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
7.3558.02565.02;7.3558.03777.02;64004013407#02-CORTE;5.0102.00255;CH 16,00x1500x4000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);42,7; 0,31 ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
7.3558.02574.00;7.3558.03629.00;64104011502#00-300;5.0310.00184;"BARRA LAM RED 2 1/4"" ASTM A36";0,1; -   ; -   ; 0,16 ;0; -   ; -   ; -   ;208;68;0
7.3558.02580.00;7.3558.03915.00;64004010516#00-CORTE;5.0102.00252;CH 37,50x2100x6000 CG PR DC ASTM A36 e SS300/CIVIL300(CQ);8,6; 0,33 ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
7.3558.02598.BNF;7.3558.03778.01;64504012701#01-CORTE;5.0102.00255;CH 16,00x1500x4000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);8,7; 0,66 ; -   ; -   ;0; -   ; -   ; -   ;4;0;0
7.3558.02600.BNF;7.3558.03779.01;64502211800#01-CORTE;5.0102.00325;CH 19,00x1500x3000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);1,4; 0,06 ; -   ; -   ;0; -   ; -   ; -   ;3;0;0
7.3558.02602.BNF;7.3558.03780.01;64502211801#01-CORTE;5.0102.00325;CH 19,00x1500x3000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);1,6; 0,06 ; -   ; -   ;0; -   ; -   ; -   ;1;0;0
7.3558.02606.01;7.3558.03630.01;64504360200#01-300;5.0320.00084;"BARRA TREF RED 1 3/8"" SAE 1020";0,2; -   ; -   ; 0,09 ;8; -   ; -   ; 0,76 ;80;68;8
7.3558.02611.01;7.3558.03781.01;64504312202#01-CORTE;5.0102.00269.JD;CH 06,30x1500x3000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);0,3; -   ; -   ; -   ;41; -   ; -   ; -   ;5;0;5
7.3558.02622.00;7.0001.00009.00;;5.0320.00009;"BARRA TREF RED 1/2"" SAE 1020";1,0; -   ; -   ; 0,04 ;0; -   ; -   ; -   ;0;0;0
7.3558.02643.00;7.3558.03632.00;64504013301#00-300;5.0320.00096;"BARRA TREF RED 2 1/4"" SAE 1020";0,1; -   ; -   ; 0,14 ;0; -   ; -   ; -   ;0;0;0
7.3558.02686.00;7.3558.03971.00;2325889#00-300;5.0320.00024;"BARRA TREF RED 5/8"" SAE 1020";0,0; -   ; -   ; 0,05 ;0; -   ; -   ; -   ;0;0;0
7.3558.02687.00;7.3558.03970.00;2325889#00-CORTE;5.0102.00263;CH 04,75x1500x3000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);0,0; -   ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
7.3558.02739.00;7.0001.00008.00;;5.0320.00009;"BARRA TREF RED 1/2"" SAE 1020";0,5; -   ; -   ; 0,02 ;2; -   ; -   ; 0,03 ;0;0;0
7.3558.02795.00;7.3558.03634.00;64004370011#00-300;5.0204.00942;TB RET 50x30x3,00x6000 SAE 1006/1020 - RA PR;0,7; -   ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
7.3558.02836.01;7.3558.03785.01;60104312202#01-CORTE;5.0102.00255;CH 16,00x1500x4000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);0,2; 0,08 ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
7.3558.02843.01;7.3558.03786.01;NP60104362700#01;5.0102.00274;CH 04,00x1500x3000 LQ DO DC ASTM A36 e SS300/CIVIL300(CQ);18,4; -   ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
7.3558.02843.01;7.3558.02843.01;NP60104362700#01;6.0113.00004.05;PORCA SOLDA M10 (1,5) CL 9 ZB (CONF. DES.);3,0; -   ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
7.3558.02846.01;7.3558.03787.01;NP60104374019#01;5.0102.00273;CH 03,00x1500x3000 LQ DO DC ASTM A36 e SS300/CIVIL300(CQ);0,1; -   ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
7.3558.02855.01;7.3558.03788.01;NP60104374020#01;5.0102.00273;CH 03,00x1500x3000 LQ DO DC ASTM A36 e SS300/CIVIL300(CQ);0,1; -   ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
7.3558.02866.01;7.3558.03789.01;NP60104012100#01;5.0102.00269.JD;CH 06,30x1500x3000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);29,0; -   ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
7.3558.02869.01;7.3558.03636.01;NP60104011403#01-300;5.0230.00034;TB MEC 50,20x31,20x6000 VMEC 134 (NOM.50 x 32);0,1; -   ; -   ; 0,08 ;0; -   ; -   ; -   ;0;0;0
7.3558.02870.01;7.3558.03637.01;NP60104014701#01-300;5.0320.00092;"BARRA TREF RED 2"" SAE 1020";0,0; -   ; -   ; 0,11 ;0; -   ; -   ; -   ;0;0;0
7.3558.02873.01;7.3558.03790.01;NP60104220705#01;5.0102.00269.JD;CH 06,30x1500x3000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);10,3; -   ; -   ; -   ;1; -   ; -   ; -   ;0;0;0
7.3558.02878.01;7.3558.03638.01;NP60104011402#01-300;5.0310.00160;"BARRA LAM RED 2 3/4"" SAE 1020";0,0; -   ; -   ; 0,08 ;0; -   ; -   ; -   ;62;0;0
7.3558.02879.01;7.3558.03791.01;NP60104013410#01;5.0102.00255;CH 16,00x1500x4000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);42,5; -   ; 0,35 ; -   ;0; -   ; -   ; -   ;0;0;0
7.3558.02882.01;7.3558.03792.01;NP60104019407#01;5.0102.00250;CH 25,40x2100x6000 CG PR DC ASTM A36 e SS300/CIVIL300(CQ);5,9; 0,10 ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
7.3558.02887.01;7.3558.03793.01;NP60104012101#01;5.0102.00269.JD;CH 06,30x1500x3000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);29,2; -   ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
7.3558.02889.01;7.3558.03794.01;NP60104220703#01;5.0102.00269.JD;CH 06,30x1500x3000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);12,8; -   ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
7.3558.02894.01;7.3558.03795.01;NP60104013411#01;5.0102.00255;CH 16,00x1500x4000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);42,7; 0,35 ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
7.3558.02897.01;7.3558.03796.01;NP60104010577#01;5.0102.00255;CH 16,00x1500x4000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);10,0; -   ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
7.3558.02898.01;7.3558.03797.01;NP60104019405#01;5.0102.00269.JD;CH 06,30x1500x3000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);2,0; -   ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
7.3558.02903.01;7.3558.03798.01;NP60104019408#01;5.0102.00269.JD;CH 06,30x1500x3000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);0,3; -   ; -   ; -   ;0; -   ; -   ; -   ;12;0;0
7.3558.02906.01;7.3558.03639.01;NP60104376409#01-300;5.0204.00910;TB RET 50,00x70,00x3,00x6000 SAE 1006/ 1020 - RA PR;0,9; 0,08 ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
7.3558.02918.01;7.3558.03799.01;60104374405#01-CORTE;5.0102.00271;CH 12,50x1500x3000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);4,8; -   ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
7.3558.02921.01;7.3558.03800.01;60104374028#01-CORTE;5.0102.00275;CH 09,50x1500x3000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);0,2; -   ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
7.3558.02922.01;7.3558.03641.01;60104376413#01-300;5.0204.00942;TB RET 50x30x3,00x6000 SAE 1006/1020 - RA PR;0,9; -   ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
7.3558.02925.01;7.3558.03801.01;NP60104012005#01;5.0102.00269.JD;CH 06,30x1500x3000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);2,0; -   ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
7.3558.02926.01;7.3558.03802.01;NP60104012004#01;5.0102.00269.JD;CH 06,30x1500x3000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);2,0; -   ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
7.3558.02929.01;7.3558.03803.01;NP60104013403#01;5.0102.00263;CH 04,75x1500x3000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);0,5; -   ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
7.3558.02938.01;7.3558.03804.01;NP60104011006#01;5.0102.00251;CH 31,50x2100x6000 CG PR DC ASTM A36 e SS300/CIVIL300(CQ);4,9; 0,08 ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
7.3558.02964.01;7.3558.03642.01;NP64004011403#01-300;5.0320.00054;"BARRA TREF RED 7/8"" SAE 1020";0,6; -   ; -   ; 0,06 ;0; -   ; -   ; -   ;19;0;0
7.3558.03005.00;7.3558.03701.00;64605433200#02;5.0310.00028;"BARRA LAM RED 3/4"" SAE 1020";0,0; -   ; -   ; 0,10 ;3; -   ; -   ; 0,31 ;0;0;0
7.3558.03006.01;7.3558.03702.01;64605433200#02;5.0320.00021;"BARRA TREF RED 3/8"" SAE 1020";0,0; -   ; -   ; 0,05 ;0; -   ; -   ; -   ;0;0;0
7.3558.03009.03;7.3558.03918.03;NP64104003611#03-CRT;5.0102.00262;CH 08,00x1800x4000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);37,8; -   ; 0,40 ; -   ;0; -   ; -   ; -   ;0;0;0
7.3558.03012.03;7.3558.03919.03;NP64104003612#03-CRT;5.0102.00262;CH 08,00x1800x4000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);37,8; -   ; 0,63 ; -   ;2; -   ; 1,26 ; -   ;0;0;0
7.3558.03036.03;7.3558.03920.03;64104012000#03-CORTE;5.0102.00262;CH 08,00x1800x4000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);108,4; -   ; 1,07 ; -   ;2; -   ; 2,13 ; -   ;0;0;0
7.3558.03050.00;7.3558.03703.00;64605433200#02;5.0310.00167;"BARRA LAM RED 1"" SAE 1045";0,2; 0,06 ; -   ; 0,08 ;2; 0,13 ; -   ; 0,16 ;0;0;0
